station_id,name,lat,lon
7108,Front St E / Cherry St,43.652686,-79.358395
7109,Seaton St / Dundas St E,43.658777,-79.369596
7110,Queen St E / Berkeley St,43.6552778,-79.36583333333333
7111,King St W / Douro St,43.640885,-79.416379
7112,Liberty St / Fraser Ave Green P,43.637981,-79.424146
7113,Parliament St / Aberdeen Ave,43.665278,-79.368333
7114,Carlton St / Parliament St,43.664524,-79.36793
7115,Howard St / Sherbourne St,43.6712581,-79.376367
7116,Parliament St / Bloor St E,43.671827,-79.371849
7117,Castle Frank Station,43.674083,-79.368579
7118,King St W / Bay St (East Side),43.648575,-79.380042
7119,Sumach St / Carlton St. (Riverdale Farm),43.665867,-79.362506
7120,Gerrard St E / River St,43.663993,-79.358534
7121,Jarvis St / Dundas St E,43.657266,-79.374756
7122,Niagara St / Tecumseth St,43.641389,-79.404444
7123,424 Wellington St W,43.643834,-79.396649
7124,Dundas St E / Broadview Ave,43.662365,-79.351104
7126,Yonge St / Yorkville Ave,43.671944,-79.387778
7127,Bay St / Davenport Rd,43.672829,-79.390592
7128,Yonge St / Aylmer Ave,43.675492,-79.388858
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273
7130,Pears Av / Avenue Rd,43.675481,-79.397359
7131,Taddle Creek Park,43.66986,-79.398443
7132,Kendal Ave / Spadina Rd,43.670318,-79.405181
7133,Summerhill Station,43.681944,-79.390556
7134,Marlborough Ave / Yonge St,43.68,-79.391111
7135,Hanna Ave / Liberty St,43.638333,-79.419722
7136,Queen St W / Close Ave,43.640634,-79.435841
7137,Davenport Rd / Bathurst St,43.676667,-79.416111
7138,Davenport Rd / Christie St,43.675278,-79.423889
7139,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556
7140,Macpherson Ave / Spadina Rd,43.675791,-79.40698
7141,Bridgeman Ave / Kendal Ave,43.675556,-79.410278
7142,Bridgeman Ave / Bathurst St,43.674444,-79.414722
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317
7144,Palmerston Ave / Vermont Ave,43.671389,-79.416389
7146,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001
7147,King St W / Fraser Ave,43.6394444,-79.42527777777778
7148,King St W / Joe Shuster Way,43.639444,-79.423611
7149,Yarmouth Rd / Christie St,43.67,-79.42083333333333
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112
7151,Essex St / Christie St,43.6686111,-79.42027777777778
7152,Ossington Ave / Bloor St W,43.661705,-79.425734
7153,Bloor St W / Christie St,43.6638889,-79.41888888888889
7154,Bathurst Subway Station,43.6666667,-79.41166666666668
7155,Bathurst St / Lennox St,43.663808,-79.410491
7156,Salem Ave / Bloor St W,43.6608333,-79.43166666666667
7157,Dufferin St / Bloor St,43.66083333333333,-79.43583333333333
7158,King St W / Stafford St,43.6422222,-79.41111111111111
7160,King St W / Tecumseth St,43.64333333333333,-79.40555555555557
7161,Beverly St / College St,43.6575,-79.39527777777778
7162,Hayter St / Laplante Ave,43.6591666666667,-79.3855555555556
7163,Yonge St / Wood St,43.6622222,-79.3825
7164,Victoria St / Gould St (Ryerson University),43.657189,-79.379953
7167,Queen St E / George St (Moss Park),43.6544444,-79.3711111111111
7168,Queens Quay / Yonge St,43.641646,-79.375308
7169,Front St W / Bay St (North Side),43.646162,-79.378912
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889
7171,Ontario Place Blvd / Remembrance Dr,43.632999,-79.408671
7172,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889
7173,Cariboo St / Rail Path,43.66666667,-79.45833333333334
7174,Bloor St W / Dundas St W,43.6563889,-79.45166666666667
7175,HTO Park (Queens Quay W),43.63796,-79.387502
7176,Bathurst St / Fort York Blvd,43.639179,-79.399595
7177,East Liberty St / Pirandello St,43.6386111111111,-79.4147222222222
7178,Dundas St W / Edna Ave,43.657192,-79.452559
7179,Bloor GO / UP Station (West Toronto Railpath),43.6575,-79.4502777777778
7180,Lansdowne Subway Green P,43.6591666666667,-79.4427777777778
7181,Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889
7182,Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556
7183,Margueretta St / College St,43.6513888888889,-79.4377777777778
7184,Ossington Ave / College St,43.6544915,-79.422634
7188,Exhibition GO (Atlantic Ave),43.6366666666667,-79.4197222222222
7189,Augusta Ave / Denison Sq,43.65375,-79.401753
7190,St. George St / Hoskin Ave,43.664059,-79.398334
7191,Central Tech  (Harbord St),43.661975,-79.407896
7192,Harbord St / Clinton St,43.660414,-79.415646
7193,Queen St W / Gladstone Ave,43.6430555555556,-79.4275
7194,Mortimer Ave / Coxwell Ave,43.690564,-79.326319
7195,Ulster St / Bathurst St,43.66,-79.4088888888889
7196,Roxton Rd / Harbord St,43.65905,-79.422988
7197,Queen St W / Dovercourt Rd,43.6436111111111,-79.4225
7198,Queen St W / Cowan Ave,43.6409,-79.432837
7199,College St / Markham St,43.6563888888889,-79.4091666666667
7202,Queen St W / York St (City Hall),43.651667,-79.384167
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253
7204,College St / Crawford St,43.655,-79.418889
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222
7206,Claremont St / Dundas St W,43.651281,-79.411717
7207,Dundas St W / Crawford St,43.649722,-79.416944
7208,80 Clinton St (North of College),43.656296,-79.414663
7209,Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889
7210,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305555555555
7211,Fort York Blvd / Garrison Rd,43.6375,-79.40611111111112
7216,Wellington St W / Stafford St,43.641281,-79.409339
7220,Lakeshore Blvd W / Ellis Ave,43.635932,-79.465083
7221,High Park Subway Station,43.6543604,-79.4655296
7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823
7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053
7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569
7225,Lakeshore Blvd W / Windermere Ave,43.634896,-79.467763
7226,Lakeshore Blvd W / The Boulevard Club,43.636731,-79.444966
7227,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304
7228,Queen St W / Roncesvalles Ave,43.638399,-79.4464436
7229,Dundas St W / Roncesvalles Green P - SMART,43.6534268,-79.4512787
7230,Garden Ave / Roncesvalles Ave,43.643769,-79.447915
7231,Wright / Sorauren (Sorauren Park) - SMART,43.646677,-79.442741
7232,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223
7233,King / Cowan Ave - SMART,43.637922,-79.431734
7234,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842
7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655
7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325
7237,Ward Ave / Wallace Ave,43.662251,-79.446036
7238,Sorauren/Geoffrey (Sorauren Park) - SMART,43.649172,-79.4445087
7239,Bloor St W / Manning Ave - SMART,43.663912,-79.416124
7240,Bloor St W / Shaw Ave - SMART,43.662403,-79.423098
7241,519 Church St - SMART,43.666805,-79.381288
7242,Lakeshore Blvd W / Ontario Dr (Ontario Place),43.630254,-79.420317
7243,Exhibition GO Station,43.6356551,-79.4184785
7244,Dufferin Gate - SMART,43.633473,-79.425679
7245,Tecumseth St / Queen St W - SMART,43.646552,-79.406468
7246,Yonge St / Bloor St,43.669969,-79.386532
7247,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486
7248,Baldwin Ave / Spadina Ave - SMART,43.654905,-79.398448
7249,Dovercourt Rd / Harrison St (Green P) - SMART,43.651145,-79.423742
7250,St. George St / Russell St - SMART,43.660296,-79.397107
7251,The Royal Ontario Museum (Bloor St Entrance),43.668561,-79.394403
7252,Robert St / Bloor St W - SMART,43.665846,-79.404998
7253,John St  / Mercer St - SMART,43.6461,-79.3895
7254,Borden St / Bloor St W - SMART,43.665461,-79.40848
7255,Stewart St / Bathurst St  - SMART,43.643307,-79.402176
7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838
7257,Dundas St W / St. Patrick St,43.6545174,-79.3895315
7258,Queen St E / Larchmount Ave,43.662279,-79.334166
7259,Lower Spadina Ave / Lakeshore Blvd,43.638497,-79.39192
7260,Spadina Ave / Adelaide St W,43.646688,-79.395267
7262,Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684
7263,Walton St / Elizabeth St - SMART,43.657838,-79.38631
7264,Bloor St E / Huntley St - SMART,43.671535,-79.379173
7265,Wallace Ave / Symington Ave - SMART,43.661324,-79.449534
7266,Victoria Park Subway Station - SMART,43.6940155,-79.2889842
7267,Dundas St E / Pembroke St - SMART,43.658295,-79.372346
7268,111 Bond St (North of Dundas St E)  - SMART,43.656927,-79.378497
7269,Toronto Eaton Centre (Yonge St),43.655431,-79.380653
7270,Church St / Dundas St E - SMART,43.657024,-79.377257
7271,Yonge St / Alexander St - SMART,43.662862,-79.383572
7272,Yonge St / Dundonald St - SMART,43.665801,-79.384796
7273,Bay St / Charles St - SMART,43.668153,-79.38891
7274,Queen's Park Cres E / Grosvenor St - SMART,43.661803,-79.389682
7275,Queen St W / James St,43.652276,-79.380701
7276,Bloor St W / Balmuto St,43.669903,-79.387802
7277,Chorley Park - SMART,43.6856,-79.3718
7278,Summerhill Ave / MacLennan Ave - SMART,43.6859,-79.3766
7279,Rosehill Ave / Avoca Ave - SMART,43.687999,-79.38906
7280,Charles St E / Jarvis St - SMART,43.669604,-79.381171
7281,Charles St W / Balmuto St - SMART,43.668427,-79.38725
7282,Adelaide St W / Bay St - SMART,43.650152,-79.379856
7283,Front St W / Bay St (South Side),43.64595,-79.378761
7284,York St / King St W - SMART,43.648,-79.3834
7285,Spadina Ave / Harbord St - SMART,43.6629228,-79.4018451
7286,Gerrard St E / Broadview - SMART,43.665656,-79.352055
7287,Queen St E / Pape Ave - SMART,43.661673,-79.337789
7288,Humber Bay Shores Park West,43.626705,-79.476571
7289,Humber Bay Shores Park East,43.629742,-79.474627
7291,Lakeshore Blvd E / Parliament St,43.647562,-79.36138
7292,Granby St / Church St - SMART,43.6605302,-79.3787235
7293,College St / McCaul St,43.65906,-79.393771
7296,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235
7297,Havelock St / Dufferin Park,43.657343,-79.43112
7298,Bathurst St / Adelaide St W,43.645324,-79.40345
7299,Mill St / Parliament St,43.650256,-79.36163
7301,Primrose Ave / Davenport Rd,43.67142,-79.445947
7302,Winona Dr / Davenport Rd,43.674923,-79.430465
7303,Queen St. E / Woodward Av,43.665269,-79.319796
7309,Queen St. E / Rhodes Ave.,43.666224,-79.317693
7311,Sherbourne St / Isabella St,43.669576,-79.375961
7312,Amelia St. / Sumach St.,43.66852,-79.363525
7313,Coxwell Ave. / Lakeshore Blvd. E,43.662771,-79.315223
7314,Queen St. E / Eastern Ave,43.667208,-79.312315
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289
7317,Hubbarb Blvd / Balsam Av,43.669328,-79.288949
7318,Hubbard Blvd. / Glen Manor Dr.,43.668633,-79.291162
7319,Lakeshore Blvd. E / Knox Ave.,43.660206,-79.3244
7320,Front St W / University Ave (1),43.6451635,-79.3831757
7321,Front St W / University Ave (2),43.6452972,-79.3827914
7322,King St W / Brant St,43.6446926,-79.3986795
7323,457 King St. W. at Spadina,43.6452091,-79.3960744
7324,King St W / Charlotte St,43.645572,-79.39399
7326,Davenport Rd / Landsdowne Rd,43.671526,-79.44874
7327,Davenport Rd / Oakwood Rd - SMART,43.674453,-79.43439
7328,Roxborough St W / Yonge St,43.678077,-79.390328
7329,Crawford St / Queen St W,43.645665,-79.415345
7330,Lee St / Queen St E,43.669863,-79.297786
7331,Coxwell Ave / Plains Rd,43.69595,-79.328535
7332,200 Bloor St. E.,43.671561,-79.38117
7333,King St E / Victoria St,43.649465,-79.3766
7334,Simcoe St / Wellington St 2,43.6462176,-79.3855048
7335,King St W / Widmer St,43.64625,-79.3911576
7336,Queen St E / Alton Av,43.663912,-79.327987
7337,Gerrard Square Mall (1010 Gerrard St E),43.668553,-79.338673
7338,Logan Ave / Bain Ave,43.672348,-79.34727
7339,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789
7340,Blake St / Boultbee Ave,43.672453,-79.338259
7341,Eastern Ave / Winnifred Ave,43.659178,-79.334966
7342,Morse St / Eastern Ave,43.657991,-79.340075
7343,Alton Ave / Dundas St E (Greenwood Park),43.66745,-79.329408
7344,Cherry Beach,43.637764,-79.345359
7345,Cherry Beach Sports Field (55 Unwin Ave),43.640757,-79.343144
7346,Logan Av / McConnell Av,43.675887,-79.348733
7347,Regal Rd / Dufferin St,43.673939,-79.441159
7348,Pape Ave / Gamble Ave,43.690237,-79.350119
7349,Gamble Ave / Broadview Ave,43.689211,-79.35438
7350,Broadview Ave / Westwood Ave,43.6848652,-79.356602
7351,Pretoria Av / Broadview Av,43.6783213,-79.35822
7352,Cosburn Ave / Donlands Ave,43.690537,-79.341307
7353,Fulton Ave / Pape Ave,43.68395,-79.347046
7354,Tommy Thompson Park (Leslie Street Spit),43.652195,-79.322796
7355,Beltline Trail / Chaplin Cres.,43.704461,-79.423122
7356,King St E / Ontario St.,43.651885,-79.3649
7357,Lakeshore Blvd E /Leslie St,43.659195,-79.329196
7358,Gailbraith Rd / King’s College Cr. (U of T),43.660382,-79.3954
7359,Rosedale Park (20 Schofield Ave),43.682645,-79.377557
7360,Concord Av / Dewson St,43.656945,-79.424911
7361,Hocken Ave./Vaughan Rd.,43.6817346,-79.4184725
7362,St Clair Ave W / Bathurst St.,43.683296,-79.418734
7363,Wells Hill Ave / St Clair Ave W,43.683351,-79.41562
7364,Queen St E / Nursewood Rd (Neville Park Loop),43.673831,-79.281455
7365,Kew Beach Ave / Kenilworth Ave,43.666325,-79.3014
7366,Fort York Blvd / Bathurst St SMART,43.639052,-79.399792
7367,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822
7368,Lisgar St / Dundas St SMART,43.6493472,-79.42668
7369,Dupont St / Emerson Ave SMART,43.667266,-79.443946
7371,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161
7372,King St W / Portland St,43.6442859,-79.40074
7373,George St / King St E,43.6509552,-79.3707
7374,Frederick St / The Esplanade,43.6487245,-79.36839
7375,Front St E / Scott St,43.6476616,-79.37549
7376,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045
7377,Balliol St / Yonge St  SMART,43.6978701,-79.39419
7378,Yonge St / Davisville Ave,43.6975969,-79.39654
7379,Lawton Blvd / Yonge St,43.6910667,-79.39535
7380,Erskine Ave / Yonge St SMART,43.7112153,-79.39894
7381,Roehampton Ave / Yonge St,43.7080145,-79.39826
7382,Simcoe St / Adelaide St W,43.6481303,-79.38632
7383,12 Harbour St,43.6425636,-79.3762
7384,Cumberland Ave / Bay St SMART,43.6704537,-79.39014
7385,20 Charles St E,43.6691099,-79.38551
7386,D'Arcy St. /McCaul St. SMART,43.655227,-79.39201
7387,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962
7388,Broadview Ave / Danforth Ave,43.6772,-79.35858
7389,College Park- Gerrard Entrance,43.658938,-79.383518
7391,Yonge St / Dundas Sq,43.655766,-79.3802
